strain,Gene,ratio_result_nq:06_12_12_12:0428-0027:0.022806:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_14_46:0986-0033:0.035816:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_21_63:0329-0187a:0.002197:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_18_94:0109-0187:0.0424:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_24_30:0443-0269:0.128823:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_06_64:0850-0284:0.11164:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_23_23:0850-0259:0.0409225:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_12_04_5-5:3492-0019:0.172:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_01_10_6-21:1315-0399:0.119:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_03_25_8-53:0958-0254:0.0926:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_06_04_9-84:1120-0002:2.07:uM::::5_20:heho_060929_012807:YPD pH7,essential,zygosity
YGR231C,PHB2,-0.113909,-0.157884,-0.176865,-0.170841,-0.0903494,0.109541,-0.155751,-0.0240405,0.0632992,-0.14626,-0.101049,no,hom
YGR232W,NAS6,0.144441,-0.0874495,-0.245752,0.00559586,-0.312416,0.0258114,0.0113555,0.00623212,-0.101292,0.226712,0.14038,no,hom
YGR233C,PHO81,-0.170521,0.116469,-0.2776,0.320562,0.22889,-0.145587,-0.403899,0.173102,0.856658,-0.344849,0.506069,no,hom
YGR234W,YHB1,-0.0432105,-0.0622608,-0.0967629,-0.130917,-0.0555373,-0.0805407,0.00477157,0.121265,0.120736,0.0842026,0.0979051,no,hom
YGR235C,YGR235C,0.000223114,0.0829646,-0.198001,-0.0369217,-0.101981,-0.095495,0.00163577,0.0450586,0.0355439,-0.0215449,-0.200917,no,hom
YGR236C,SPG1,-0.191704,0.097425,-0.00268513,-0.0516208,-0.184996,0.0750183,-0.0399824,-0.0588405,-0.187105,-0.212529,-0.0166567,no,hom
YGR237C,YGR237C,-0.0931798,0.039474,-0.125492,-0.00576724,-0.191123,-0.120307,-0.0033531,0.734124,-0.0779901,-0.259159,0.241612,no,hom
YGR238C,KEL2,0.0479853,0.00432164,-0.0870748,-0.0233017,0.0747311,0.000343174,0.0680482,0.0990448,0.0307045,0.168206,0.07164,no,hom
YGR239C,PEX21,0.0200214,-0.133981,-0.0929945,-0.103591,-0.0371433,-0.019427,-0.0663055,0.0193455,-0.15615,-0.00362283,0.211139,no,hom
YGR240C,PFK1,0.069951,-0.0540182,-0.643781,1.04218,0.297481,-0.162727,0.0918639,-0.465163,-0.559544,-0.454233,-0.466468,no,hom
YGR241C,YAP1802,-0.0925826,-0.127899,-0.152377,0.00669876,-0.0546186,-0.00914118,-0.146712,-0.038694,-0.0808042,0.0719231,-0.0295891,no,hom
YGR242W,YGR242W,-0.184676,-0.0964969,-0.103024,-0.000251086,-0.0544241,-0.0225384,-0.164321,0.0497478,0.293722,-0.181149,-0.0401627,no,hom
YGR243W,FMP43,-0.0347144,0.129522,-0.296238,0.160034,-0.150033,-0.162337,-0.170631,0.00717435,0.195712,-0.0517358,0.33293,no,hom
YGR244C,LSC2,0.0640679,0.137104,0.0431201,-0.0320305,0.153911,-0.0155274,-0.133977,0.261137,-0.0324841,0.113596,0.125883,no,hom
YGR244C,LSC2,-0.0620639,-0.0535033,-0.15206,0.0335713,-0.170344,-0.343326,0.42033,0.00819058,0.0353345,-0.194714,0.00800893,no,hom
YGR245C,SDA1,0.162953,0.0215291,-0.0296883,-0.169606,-0.11876,0.0901057,-0.0901449,-0.0932004,-0.0943336,0.15075,-0.0151964,yes,het
YGR246C,BRF1,-0.145153,0.0438597,0.0297578,-0.132582,0.112209,0.166326,-0.501422,0.339067,-0.0576165,0.122294,0.144979,yes,het
YGR247W,CPD1,0.00555588,0.0827836,0.0814851,-0.0237917,0.0646412,0.0531271,-0.159498,-0.109967,-0.0334474,0.224043,-0.00344403,no,hom
YGR248W,SOL4,-0.125036,-0.0344793,-0.0912862,-0.0309178,0.0137651,-0.0611355,-0.0249203,-0.13007,0.00371912,-0.0965473,0.09502,no,hom
YGR249W,MGA1,-0.0881435,-0.0911981,-0.0625313,-0.091864,-0.162019,-0.0936298,0.383577,-0.195555,-0.132174,-0.138687,-0.0413601,no,hom
YGR250C,YGR250C,0.195999,-0.0235691,-0.0856612,0.102671,-0.0327079,-0.0674452,0.082652,-0.115194,0.05582,-0.0969317,0.00919327,no,hom
YGR251W,YGR251W,0.0573562,-0.0958784,-0.0570918,0.0117689,-0.13823,0.000975475,0.0534994,0.107404,-0.0307923,0.384211,0.155094,yes,het
YGR252W,GCN5,0.674465,0.826876,0.411786,0.467592,0.361992,0.324597,1.19419,0.722791,0.0450121,0.322221,0.210652,no,hom
YGR253C,PUP2,-0.436032,0.120638,0.0452472,0.128931,0.0929415,0.182935,1.27125,0.662807,0.168813,0.119546,-1.04979,yes,het
YGR254W,ENO1,0.0201836,-0.0688099,-0.0757711,0.0116984,0.0335015,-0.00392228,0.0453389,0.0217758,0.0157175,0.0944228,-0.0374992,no,hom
YGR255C,COQ6,0.310097,-0.0520521,0.404124,0.413047,0.305833,0.117386,0.583771,-0.492268,0.172032,0.147662,0.134947,no,hom
YGR256W,GND2,0.255255,-0.0311505,-0.0347638,-0.10933,-0.103602,-0.0237597,0.0862647,0.0552566,-0.0841792,0.207493,0.0191742,no,hom
YGR257C,MTM1,0.0971017,-0.164576,-0.019807,-0.00209042,-0.187326,-0.23408,1.04375,-0.240678,0.0427135,-0.0453456,0.605968,no,hom
YGR258C,RAD2,0.0335126,0.00652529,-0.00955997,-0.101188,-0.0219728,0.0701967,-0.0807624,0.0675381,-0.0635161,-0.0601402,0.0122272,no,hom
YGR259C,YGR259C,-0.150283,-0.187141,-0.165566,-0.12678,-0.224857,-0.00920967,-0.385783,-0.251246,-0.0505819,-0.0434202,0.00124904,no,hom
YGR260W,TNA1,0.0181439,-0.0928142,-0.144587,-0.0977088,0.0079922,-0.0331587,-0.161922,0.122592,-0.432139,0.1841,-0.180734,no,hom
YGR261C,APL6,0.361884,-0.0852658,0.0295048,-0.0783823,-0.217127,-0.128746,0.845942,1.90591,0.0969497,-0.0307562,0.195626,no,hom
YGR262C,BUD32,0.759382,0.692998,0.163728,-0.0397033,0.165975,0.00865124,0.401955,,,,,no,hom
YGR263C,SAY1,-0.227896,-0.219718,-0.254106,-0.183593,-0.0761638,-0.0660895,-0.119746,-0.200096,0.134429,0.126436,0.291812,no,hom
YGR264C,MES1,0.103107,-0.0192131,0.145365,-0.00910469,-0.287564,-0.249887,0.457911,-0.0224017,0.0094178,-0.138292,-0.0456321,yes,het
YGR265W,YGR265W,0.170312,-0.0147707,0.478896,0.0826544,0.261593,0.183624,-0.499065,-0.312231,0.608637,0.241608,0.0361605,yes,het
YGR266W,YGR266W,0.100302,-0.0587152,-0.0191997,0.0552351,-0.096933,-0.197828,-0.19752,-0.0154377,0.159646,-0.0725004,-0.124064,no,hom
YGR267C,FOL2,0.0663491,0.0269698,0.0991283,0.0383745,-0.0267697,-0.00489567,0.0902825,0.219275,-0.22814,-0.00254424,0.329643,yes,het
YGR268C,HUA1,-0.108412,-0.17704,-0.0833722,-0.120741,-0.13542,-0.0912177,-0.0734281,0.0392638,-0.011632,-0.0126937,-0.0207935,no,hom
YGR269W,YGR269W,0.00724616,0.160944,0.00990499,-0.0317339,-0.0222056,-0.0955361,-0.280866,-0.0218483,-0.121224,0.0882485,0.271143,no,hom
YGR270W,YTA7,0.0534003,-0.125646,-0.0885545,-0.0602854,-0.230455,-0.0860143,0.00448553,0.147815,-0.108949,-0.0140548,0.496324,no,hom
YGR271C-A,EFG1,-0.523905,0.318655,-0.139627,-0.253685,-0.252706,-0.364427,-0.997369,-0.675032,-0.184912,-0.350238,-0.250863,no,hom
YGR271W,SLH1,-0.362205,-0.0595363,-0.276721,-0.213556,0.0705373,-0.106096,-0.193674,0.222202,-0.0549266,-0.0587728,-0.0399764,no,hom
YGR272C,YGR272C,-0.296389,0.278289,-0.224914,-0.811181,-0.509692,-0.320792,-1.45871,,0.387991,,,no,hom
YGR273C,YGR273C,-0.0745173,-0.0923693,-0.16821,-0.215764,0.0632937,0.0758589,-0.0545594,-0.0703409,0.145,-0.268861,-0.0674535,no,hom
YGR274C,TAF1,-0.186812,-0.0166528,0.117252,-0.0107767,-0.0125959,0.152181,-0.396461,0.511532,-0.0323586,-0.0628704,0.48107,yes,het
YGR275W,RTT102,-0.0545955,-0.0254303,-0.0707058,-0.098071,-0.0998255,0.0121445,-0.0656979,0.107818,-0.0997598,-0.100743,0.243306,no,hom
YGR276C,RNH70,-0.0877321,-0.0284761,-0.0487435,0.0382312,0.19036,-0.15575,-0.0366082,-0.287327,-0.0890545,-0.0347288,-0.0568642,no,hom
YGR277C,YGR277C,0.203045,0.0151758,-0.160588,0.0358814,-0.0929066,-0.133667,0.381599,0.130231,0.210611,0.00660368,0.27696,yes,het
YGR278W,CWC22,0.0111584,0.0434188,0.0204607,-0.0937172,-0.133368,-0.0758425,-0.0345821,0.077978,-0.0281842,-0.219099,-0.0366343,yes,het
YGR279C,SCW4,-0.0796668,-0.174641,-0.285938,-0.342516,-0.154696,-0.070914,-0.104188,-0.295016,-0.189823,-0.060164,-0.234894,no,hom
YGR280C,PXR1,-0.162403,-0.163259,-0.102306,0.127919,-0.14839,0.14814,-0.0572196,0.0996741,-0.120439,-0.131912,0.173002,yes,het
YGR281W,YOR1,0.17667,-0.0380851,-0.103071,-0.0964872,-0.0530302,-0.00724369,-0.395571,-0.251493,0.013033,-0.118766,-0.137274,no,hom
YGR282C,BGL2,0.272142,-0.0280515,-0.225682,-0.157045,-0.0116323,-0.380786,0.787682,0.363431,0.168803,-0.0615642,0.103556,no,hom
YGR283C,YGR283C,-0.149729,-0.31777,-0.233789,-0.0771076,-0.243836,-0.0684926,-0.051075,-0.370905,0.0899414,-0.0452108,-0.149291,no,hom
YGR284C,ERV29,-0.0554988,-0.210511,-0.210766,-0.160042,0.0549876,-0.231776,0.384551,-0.0192685,-0.0393889,-0.333584,-0.0588945,no,hom
YGR285C,ZUO1,-0.500357,0.849215,-0.405383,-0.0467454,-0.299917,-0.207657,-0.737713,1.56398,-0.0618831,-0.275557,0.202425,no,hom
YGR286C,BIO2,0.0239168,-0.026955,-0.0985468,0.0336383,-0.0226959,-0.227272,-0.00383494,-0.0367241,0.0659635,-0.0388409,0.0059328,no,hom
YGR287C,YGR287C,-0.124887,-0.126215,-0.106258,-0.0340651,0.0668262,-0.189541,0.018392,0.035959,0.187023,0.0807151,-0.194249,no,hom
YGR288W,MAL13,-0.0138285,-0.161713,-0.231501,-0.0563545,-0.222047,-0.0594154,-0.0753606,-0.0252883,-0.249302,0.158839,-0.111386,no,hom
YGR289C,MAL11,0.556382,-0.098161,0.0913758,-0.12206,-0.166831,0.0281909,-0.164267,0.028229,-0.067397,-0.0315639,-0.0437124,no,hom
YGR290W,YGR290W,-0.0496186,-0.0861619,0.00574364,-0.129213,0.0184458,0.169105,-0.356982,-0.106017,-0.0263862,-0.195153,-0.0866262,no,hom
YGR291C,YGR291C,0.0124632,-0.00726973,-0.0203861,-0.0509377,0.032904,-0.00825807,0.0760045,0.0553144,-0.0175481,-0.0144493,-0.024756,no,hom
YGR292W,MAL12,-0.0623635,0.00989759,-0.0111803,-0.0547103,0.00736926,0.0243167,0.0248463,-0.019847,-0.0344086,-0.0508339,-0.0954136,no,hom
YGR295C,COS6,-0.00563773,-0.00575183,0.0166287,0.0562301,0.0266229,0.00712871,0.0310296,0.0157811,-0.0643756,-0.111805,-0.0406692,no,hom
YHL001W,RPL14B,-0.217088,-0.00246473,-0.0356847,-0.107765,-0.142781,-0.0894422,-0.490554,-0.330961,-0.182599,0.0509261,-0.109921,no,hom
YHL002W,HSE1,-0.114697,-0.0526581,-0.0372309,-0.102072,0.112719,0.105863,-0.132607,0.44217,-0.0305525,0.00518014,0.195712,no,hom
YHL003C,LAG1,0.0326778,-0.0648002,-0.0397609,-0.00598251,-0.0148265,-0.0951037,-0.194893,0.0829937,-0.121113,-0.0689803,-0.151114,no,hom
YHL004W,MRP4,0.0347205,-0.290021,-0.0268225,0.18583,0.0858283,-0.0737716,-0.211856,-0.667058,-0.0484008,0.236225,-0.0239043,no,hom
YHL005C,YHL005C,-0.0284004,0.0256648,-0.0475733,0.275689,0.011213,-0.0261179,-0.262454,0.0554904,-0.00804708,0.147008,-0.141923,no,hom
YHL006C,SHU1,0.00891306,-0.0246805,-0.102459,-0.0305161,0.00965486,0.0110604,0.0406291,-0.0129254,-0.0174049,-0.0614179,-0.0785561,no,hom
YHL007C,STE20,0.231381,0.115166,0.0653585,-0.0556033,0.109256,0.0386061,0.493837,0.0264197,0.0542456,0.31267,-0.0575036,no,hom
YHL008C,YHL008C,-0.00820659,0.0143055,-0.12478,-0.0562018,0.141798,-0.0424117,0.083867,0.202249,-0.0514938,-0.166476,-0.115406,no,hom
YHL009C,YAP3,0.30626,0.456406,-0.0603701,0.0994338,0.273815,0.0721064,0.577228,1.0871,0.0932193,0.203916,0.233564,no,hom
YHL010C,BRP2,-0.1973,-0.00635045,0.0174147,-0.129394,-0.122232,0.0339277,-0.158489,0.0372404,-0.0608095,0.112052,0.0248149,no,hom
YHL011C,PRS3,0.34759,-0.305442,0.607501,-0.43617,0.439625,-0.033141,-0.208002,0.669441,0.0802397,0.244965,-0.0709632,no,hom
YHL012W,YHL012W,-0.104142,0.110904,-0.0208499,0.228065,0.220105,0.022295,-0.0358442,-0.273934,0.0617679,0.0420503,-0.00155938,no,hom
YHL013C,OTU2,-0.122638,-0.120488,-0.150587,-0.0425637,0.0759895,-0.158302,0.485047,-0.0772896,0.0516057,-0.0549962,0.0383452,no,hom
YHL014C,YLF2,0.0271854,-0.0699399,-0.103886,0.158252,0.3091,-0.0528818,0.0864011,0.398676,0.0282013,-0.0173657,0.280041,no,hom
YHL015W,RPS20,-0.754776,-0.272882,-0.393666,-0.209473,-0.119215,-0.456263,-1.76148,-0.734602,-0.583768,-0.508864,-1.89173,yes,het
YHL015W-A,YHL015W-A,-0.110197,0.0315049,-0.0425997,0.0276632,0.0403287,0.100749,0.0592029,-0.0304468,0.0860697,0.137834,-0.113097,no,hom
YHL016C,DUR3,-0.036717,-0.0445136,0.055351,0.0551814,0.136991,-0.0833887,0.0267011,-0.261408,0.0579409,-0.124603,-0.0913647,no,hom
YHL017W,YHL017W,-0.0415691,-0.0174038,-0.0971673,-0.0936594,0.091553,0.0681349,-0.208242,-0.0836206,-0.142246,0.134646,0.0147749,no,hom
YHL019C,APM2,-0.0492948,-0.119409,-0.148527,-0.0533311,0.0416343,0.0468727,-0.21126,-0.168528,0.0978912,0.374875,0.00582143,no,hom
YHL020C,OPI1,1.98362,-0.20526,-0.0884068,0.182708,0.0821163,-0.103029,0.470269,0.477805,0.400725,0.317367,-0.107716,no,hom
YHL021C,AIM17,0.0600002,-0.108997,-0.0516674,0.0274083,-0.0339313,0.0564534,0.048513,-0.0854993,-0.0655378,0.0486648,-0.0732069,no,hom
YHL022C,SPO11,0.0416036,-0.113981,-0.0988475,-0.0395109,0.0190713,-0.0777358,0.0605565,0.078351,0.054411,-0.270523,-0.123393,no,hom
YHL023C,RMD11,0.295909,-0.318656,-0.10596,0.169085,-0.0435707,0.25084,-0.464617,0.281367,0.0702506,0.0899291,-0.266297,no,hom
YHL024W,RIM4,-0.243587,-0.145061,-0.118351,-0.22049,0.143016,0.138491,0.0127964,-0.084326,-0.109493,0.0433005,0.432115,no,hom
YHL025W,SNF6,,,,,0.134381,0.611951,0.446447,,,,,no,hom
YHL026C,YHL026C,-0.165928,-0.064005,-0.102135,0.0759194,-0.127194,0.122343,-0.169413,0.0572481,-0.300095,0.324496,-0.236177,no,hom
YHL027W,RIM101,1.42128,-0.250662,-0.0527739,0.388468,0.0136127,0.00732826,0.0645605,1.13512,0.0547695,0.0634968,0.797368,no,hom
YHL028W,WSC4,-0.0117051,-0.0664376,-0.0872077,-0.0314309,-0.0659547,-0.0530753,0.260843,-0.00595742,0.0324004,0.104254,-0.0471463,no,hom
YHL029C,OCA5,0.217519,-0.00821303,0.802349,-0.352695,0.168072,-0.029818,-0.396004,-0.340208,0.151901,0.0105738,0.00567613,no,hom
YHL030W,ECM29,0.0294048,-0.129477,-0.0609598,-0.131395,-4.97E-05,-0.0174092,0.0842313,-0.151346,-0.0536016,-0.0615037,0.0154458,no,hom
YHL031C,GOS1,0.85426,-0.0214313,0.541741,0.534777,0.236342,0.174689,-0.401151,0.636102,0.501936,0.457983,0.49926,no,hom
YHL032C,GUT1,-0.0449511,0.0897395,-0.0404382,0.0920445,-0.0548103,-0.169323,-0.145818,-0.0423219,-0.085333,0.142441,-0.0465374,no,hom
YHL033C,RPL8A,-0.465758,-0.164932,-0.186977,-0.236844,-0.208006,-0.241894,-0.779872,-0.377811,-0.35316,-0.119763,0.0140361,no,hom
YHL034C,SBP1,0.0636791,0.00979467,-0.0065487,-0.00972522,-0.0247669,-0.133133,0.0363999,0.121278,-0.0651099,0.0409497,0.414576,no,hom
YHL035C,VMR1,0.0167169,-0.197361,-0.114618,-0.110046,-0.0667288,-0.119007,0.0359014,-0.0861646,0.0745284,-0.0967487,-0.102748,no,hom
YHL036W,MUP3,-0.0194152,-0.116098,-0.0950961,-0.0592519,0.0883882,-0.0771826,0.00338965,-0.228392,-0.059628,-0.00522645,0.000825308,no,hom
YHL037C,YHL037C,0.134593,0.0707782,-0.13672,-0.105197,0.12003,-0.0585582,-0.00907267,0.0780747,0.0680313,-0.11435,0.0974233,no,hom
YHL038C,CBP2,-0.0441814,-0.0282597,0.154233,0.101291,0.136886,-0.0313416,-0.142029,-0.0854001,0.0750981,-0.0658557,-0.107289,no,hom
YHL039W,YHL039W,0.114377,0.131535,0.126693,-0.0107073,-0.135296,-0.0262046,0.414695,-0.0209899,0.020072,-0.0275226,0.0424824,no,hom
YHL040C,ARN1,0.0526569,0.00617109,-0.0494976,-0.0366385,0.00661956,-0.0574051,-0.0255187,0.024283,0.0261406,-0.0161327,0.0177155,no,hom
YHL041W,YHL041W,0.113035,-0.0475078,-0.110777,0.0575248,-0.0627805,0.0371108,-0.111606,-0.0729975,-0.047157,0.138962,0.0205002,no,hom
YHL042W,YHL042W,0.0180466,-0.0389263,-0.155493,-0.00601352,-0.0285549,-0.01989,0.0487567,-0.21582,-0.0268867,-0.0189449,-0.0743547,no,hom
YHL043W,ECM34,-0.0292032,-0.0424279,-0.0736878,-0.0415703,0.0127253,-0.00875715,0.00277992,0.119098,-0.0106971,0.0545778,-0.0805035,no,hom
YHL044W,YHL044W,-0.145007,0.161893,0.000105559,0.179832,0.278903,-0.130257,1.02064,0.570108,0.128543,-0.157778,-0.176955,no,hom
YHL045W,YHL045W,-0.09809,-0.498491,-0.128498,-0.120206,0.0116658,-0.0046354,-0.0942242,-0.0502647,-0.194363,0.0862106,-0.117623,no,hom
YHL046C,PAU13,0.00396443,-0.000669131,-0.06906,0.054489,0.0795335,-0.0351941,0.0795181,-0.0430786,0.041094,-0.0676983,-0.00756613,no,hom
YHL047C,ARN2,-0.16449,-0.0775268,-0.0959461,0.123394,0.0208072,-0.0473725,0.0685902,-0.265983,0.219771,-0.012132,-0.19318,no,hom
YHR001W,OSH7,0.0121153,-0.0370748,0.157329,0.0508746,-0.104524,0.0935242,-0.148868,-0.199283,0.0967017,0.0899743,0.0401156,no,hom
YHR001W-A,QCR10,-0.0391622,0.037697,-0.0659171,-0.108963,-0.00050082,0.0550744,0.182383,-0.239817,0.0189697,-0.221872,0.045505,no,hom
YHR003C,YHR003C,-0.0500558,0.0147974,0.0711909,-0.133526,0.0874248,0.0305507,0.0564866,0.0684587,0.0681331,-0.0488189,0.052439,no,hom
YHR004C,NEM1,0.773928,0.266333,0.122998,0.186103,0.160512,0.0481404,-0.271618,0.663962,-0.0523266,0.257633,0.338558,no,hom
YHR005C-A,MRS11,-0.152097,-0.108722,0.0265902,-0.0061365,0.0718056,-0.0700292,0.300735,-0.0546132,0.223246,0.0339292,-0.721656,yes,het
YHR006W,STP2,0.111528,-0.045165,0.25205,-0.00999107,0.141009,-0.0432329,-2.43E-05,0.099347,0.136716,0.0519169,-0.131098,no,hom
YHR007C,ERG11,0.432375,0.53665,-0.279582,-0.100407,-0.232468,-0.367608,-1.69221,0.644619,-0.249396,1.19153,-0.653298,yes,het
YHR007C-A,YHR007C-A,0.11145,0.0741988,-0.0578156,-0.0295886,-0.143361,0.0431467,0.107676,-0.188265,0.0298924,0.0548981,-0.232996,no,hom
YHR008C,SOD2,0.580909,0.404767,0.100151,0.604759,0.303468,0.251838,-0.695801,-0.838876,-0.281418,-0.519047,-0.379967,no,hom
YHR009C,YHR009C,-0.0132116,-0.0384595,-0.0506464,0.00267411,-0.0996188,0.0393529,-0.00346894,-0.0486703,0.163665,0.033655,-0.0484697,no,hom
YHR010W,RPL27A,-0.423365,-0.00623307,-0.0920045,-0.053179,-0.178771,-0.364128,-1.22776,-1.05554,-0.101771,-0.516777,-0.34527,no,hom
YHR011W,DIA4,-0.332503,-0.091783,0.0132978,0.235556,0.244008,-0.0485744,0.409215,-0.819311,0.125474,-0.178127,-0.173321,no,hom
YHR012W,VPS29,0.195771,0.112944,0.0277346,0.219108,-0.0823607,-0.0829498,-0.122082,1.57334,0.161277,-0.0207915,0.359458,no,hom
YHR013C,ARD1,-0.294251,-0.211025,0.00896905,-0.00283938,0.00625996,0.0792527,-0.352789,-0.256288,-0.0394662,-0.252573,0.277452,no,hom
YHR014W,SPO13,0.150712,-0.447251,-0.140403,0.165825,-0.0369316,-0.167077,0.457319,-0.0348824,0.0160467,-0.165841,-0.113046,no,hom
YHR015W,MIP6,0.11345,-0.122159,0.0435435,-0.29653,-0.396577,0.284265,-0.230638,-0.184116,-0.0569043,-0.0649372,-0.348585,no,hom
YHR016C,YSC84,-0.120312,-0.0723316,-0.147502,0.00756475,-0.0515722,-0.0724717,-0.0318727,0.189099,-0.128079,-0.200004,-0.127631,no,hom
YHR017W,YSC83,-0.0991029,-0.0712084,-0.128112,0.422138,-0.0303452,-0.243962,0.481826,-0.161391,0.0859585,0.0945445,-0.343059,no,hom
YHR018C,ARG4,0.0505956,0.0754844,0.10939,0.0573076,0.357164,-0.0220952,-0.0626909,0.211146,0.111422,0.139734,0.177564,no,hom
YHR019C,DED81,-0.0250714,0.0694002,-0.0412322,-0.0798626,-0.0360063,-0.0596087,0.0700167,0.0124565,0.0258995,-0.0387468,-0.0497456,yes,het
YHR020W,YHR020W,0.100004,0.228044,0.102834,-0.0409624,0.0484823,-0.114714,0.357346,-0.0976674,-0.00410195,0.139151,-0.147573,yes,het
YHR021C,RPS27B,-0.413182,1.00308,-0.173672,0.00865211,-0.105462,-0.0652823,-1.13446,-0.767751,-0.326532,-0.363991,-0.357885,no,hom
YHR021W-A,ECM12,0.0404653,-0.209485,-0.0251695,-0.0222479,-0.00372133,0.00546706,-0.162855,0.0667364,-0.0789468,-0.180892,0.150821,no,hom
YHR022C,YHR022C,0.0489994,-0.0502193,0.0137726,0.105846,0.0647636,-0.110828,0.272305,-0.0402245,-0.0749018,-0.053717,0.23441,no,hom
YHR022C-A,YHR022C-A,-0.0262818,0.0658437,-0.0322044,0.0244782,-0.0887775,0.0186927,0.183384,-0.0487638,-0.015031,-0.0240405,-0.0850497,no,hom
YHR023W,MYO1,0.0504239,-0.0205441,-0.048252,0.0439679,0.0270926,-0.0691246,0.28559,-0.0139563,-0.0237256,-0.0184283,-0.00499459,yes,het
YHR024C,MAS2,-0.0386565,0.233292,0.0773196,-0.172453,-0.0588257,0.133945,-0.289445,0.0345235,0.0748103,-0.0211824,0.0186889,yes,het
YHR025W,THR1,1.25897,0.171195,1.20634,-0.120616,0.684811,-0.0851326,0.685277,0.0161692,0.126551,0.181654,0.114785,no,hom
YHR026W,PPA1,0.49377,0.248595,-0.912221,1.95462,0.412622,0.451827,-0.233445,0.335835,0.277953,0.228978,-0.32993,no,hom
YHR028C,DAP2,0.0771159,0.059799,-0.0154899,-0.0173042,-0.0144959,0.0587153,0.144328,0.0401593,0.0918663,0.0275862,0.0855598,no,hom
YHR029C,YHI9,-0.268604,-0.0712365,-0.116845,-0.00432825,0.010443,-0.101179,0.187697,-0.24831,0.141941,0.0222569,-0.066532,no,hom
YHR030C,SLT2,2.47791,-0.199361,-0.193223,-0.86952,0.0920795,0.394184,3.16013,0.211332,0.0964241,0.270123,-0.071794,no,hom
YHR031C,RRM3,-0.185566,0.250684,-0.325302,0.1368,0.0190716,-0.0583765,0.241947,-0.337087,0.314531,0.203467,-0.100246,no,hom
YHR032W,YHR032W,0.0790574,-0.152484,-0.298153,0.0035726,-0.0165144,-0.101046,-0.177148,-0.097882,-0.23569,0.0641913,-0.159927,no,hom
YHR033W,YHR033W,0.0221295,-0.0682254,-0.00891659,0.0336655,-0.0395671,-0.0369218,0.0610295,-0.0280066,-0.0192924,0.0168703,-0.057905,no,hom
YHR034C,PIH1,-0.00794865,0.066509,0.055331,-0.254338,0.208828,-0.11692,-0.572229,-0.325213,-0.1413,-0.196215,-0.00875795,no,hom
YHR035W,YHR035W,-0.0765029,-0.0483429,-0.162629,-0.0150802,-0.108421,-0.0891356,-0.0655914,-0.180618,-0.137957,0.00265627,0.00669187,no,hom
YHR036W,BRL1,-0.370192,-0.255815,0.112654,-0.296288,-0.185734,-0.162569,1.05833,-0.277311,0.0130772,0.0644278,-0.197443,yes,het
YHR037W,PUT2,0.218174,-0.0342095,0.0878241,0.0738407,-0.139451,-0.105322,0.594337,-0.0695966,0.0140996,0.0754169,0.0929754,no,hom
YHR038W,RRF1,-0.264115,0.324619,0.137792,0.262503,0.0826886,0.15782,-0.449817,-0.615306,-0.213416,-0.241956,-0.198283,no,hom
YHR039C,MSC7,0.245315,-0.193481,0.00728326,0.00510267,-0.136656,-0.141519,0.20849,-0.00942643,0.214303,-0.0815958,0.0447844,no,hom
YHR039C-B,YHR039C-B,,,,,,,,,,,,,hom
YHR040W,BCD1,0.0169388,0.118989,-0.0638952,-0.122318,0.231704,0.205722,-0.194163,0.0833888,0.0648978,-0.139009,0.36465,yes,het
YHR041C,SRB2,0.529182,-0.0881035,0.137945,0.142384,-0.0652671,-0.0274688,-0.531338,0.185193,0.160102,-0.203966,0.109745,no,hom
YHR042W,NCP1,0.120084,-0.0506424,0.0263188,0.101956,-0.0837799,-0.0296592,-0.33438,-0.0990319,-0.0134775,0.153188,-0.259803,yes,het
YHR043C,DOG2,0.0555289,-0.0438712,-0.0512694,0.062743,0.0414495,0.0221005,0.0129205,-0.0742431,0.0306972,-0.0546306,-0.136961,no,hom
YHR044C,DOG1,0.00178357,-0.148796,-0.13425,-0.00492384,0.0368712,0.0215481,-0.00706511,-0.0559522,-0.150434,-0.102915,-0.224304,no,hom
YHR045W,YHR045W,0.286523,0.13694,-0.0953214,0.102014,-0.101901,-0.00704654,-0.0273284,0.0778685,-0.0853247,0.0379465,1.00849,no,hom
YHR046C,INM1,0.182171,-0.0306098,-0.00940467,0.208958,0.0466854,-0.0270424,0.10171,-0.19983,0.111887,-0.129833,0.0139803,no,hom
YHR047C,AAP1,-0.0318301,0.0336455,-0.108299,0.0775787,0.0921934,0.200755,-0.187149,-0.190074,0.109808,0.0643054,-0.0484435,no,hom
YHR048W,YHK8,-0.112101,0.0388629,-0.0990282,0.0359947,0.105672,0.0248995,-0.0922606,-0.150893,0.187595,-0.0559169,-0.0488307,no,hom
